ObjektID;Erwerbsart;Erwerbsdatum;Titel / Darstellung;Objektname;Datierung;Suchdatum Anfang;Suchdatum Ende;Material / Technik (für Objektbeschriftung);Maße;Beschreibung;Beschriftung(en) / Inschrift(en);Inventarnummer;Andere Nummer;Periode / Epoche / Abschnitt;Vermerke (allgemein);Provenienz / Herkunft / Produktionsort;Literatur / Publikationen;Zustandsbeschreibung (kurz, aktuell);Miturheber;Öffentlich zugänglich;Standort;Texteingabe;Grundstuecksnummer;KG;centroid_lat;centroid_lon;Objektanzahl;Schlagworte
1515074;Grabung;2009;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 168 x 55 x 35 x 9 cm;"Die langen Außenfronten sind in schrägparallelen Bahnen steil nach oben strebend grob meißelgeglättet. Die Schmalseite ist deutlich feiner mit schmalem Flachmeißel horizontalen Bahnen  geglättet. Die wenigen erhaltenen Innenseiten sind fein geglättet, anders der grob gepickte Innenboden inklusive des Kopfpolsters. 
Maße: Langseiten 151 cm im Süden bzw.155/168 cm im Norden lang. Höhe erh. 18-35 cm. Breite 53-55 cm. Das bis zu 9cm hohe Kopfpolster ist 10cm bis zur Kante, und weitere 13cm bis zum Innenboden lang. Lichte Weite 46cm.";;CAR-S-2005;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";stark beschädigter Sarkophag, von dem der größere Teil des Bodens, einer Schmalseite und Teilen der Wandung erhalten sind.;;0;;Petronell-Carnuntum, Parkplatz vor dem Besucherzentrum des Archäologischen Parks;;;;;1;Körperbestattung, Kopfpolster, Meißelspuren
1515073;Grabung;2009;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 110 x 103 x 30 x 14 cm;Das größte Fragment des Sarkophags besteht aus dem Boden des Endstückes und Überresten der Wandung. Der Rest der südwestliche Innenecke zeigt an, daß es sich um ein Ende des Korpus handelt, zudem sind an der unteren Ecke geglättete Partien und eine Bosse (35cm lang, 3m hoch) erhalten. Die höchste Wandungspartie steht noch 30cm an. Der Boden ist 24-26cm dick. Lichte Weite 77cm.;"keine";CAR-S-2004;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";5 kleinere Brocken liegen auf dem gebrochenen Endstück, das von den Zähnen der Baggerschaufel (5 Furchen, 5cm breit in 9 cm Abstand) stark beschädigt wurde.;;0;;Petronell-Carnuntum, Parkplatz vor dem Besucherzentrum des Archäologischen Parks;;;;;6;Körperbestattung (Fragment), Meißelspuren
1515078;Grabung;2009;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 82 x 90 x 16 cm;"Zwei feingeglättete Bruchstücke. Reste von dünner Verputzschicht?
Maße dreieckiges Bruchstück: Langseite antik 82 cm, gebrochene Seiten 100 und 100 cm. Dicke 16-18cm.
Maße rechteckiges Eckbruchstück: Langseite antik 82 cm, gebrochen 84cm; antike Schmalseite 32cm; gebrochen 54 und 32cm. Dicke 16-17 cm.";;CAR-S-2009;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";;;0;;"Petronell-Carnuntum, Parkplatz vor dem Besucherzentrum
des Archäologischen Parks";;;;;2;Körperbestattung (Fragment), Malerei/Dekor (Putz?)
1515079;Grabung;2009;Sarkophagdeckel Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 86 x 86 x 21 cm;"Neben einem großen Eckfragment eines Deckels fünf mittlere und mindestens 3 kleinere, feingeglättete Bruchstücke.
Maße rechteckiges Eckbruchstück: Langseite antik 86 cm, gebrochene 101cm; antike Schmalseite 65-88 cm; gebrochen 55cm. Dicke  20-23 cm.
Entlang der 86cm langen Kante findet sich eine 13cm breite Erhöhung - Randleiste? - vielleicht ein Auflager.";;CAR-S-2010;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";;;0;;"Petronell-Carnuntum, Parkplatz vor dem Besucherzentrum
des Archäologischen Parks";;;;;9;Deckel
1515082;Grabung;2009;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;"L x B x H: 49 x 22 cm
Stärke/Dicke (D): 9 cm";"Neben den kleinen Bruchstücken sind Kopf- und Fußendeboden des Sarkophage erhalten, von der Wandung sind nur noch die unteren Partien erhalten. Der Innenboden ist grob gepickt, 9cm dick.
Maße: Kopfende:  Das 6cm hohe Kopfpolster ist bis zur Kante 13 cm, und weiters bis zum Innenboden 10cm lang. Die Wandung ist an den Langseiten 9 cm, am Kopfende 7-9cm lang.
Maße: Fußende: Langseiten 56 bzw. 63cm lang. Die Wandung ist an den Langseiten 9-10 cm, am Fußende 8cm lang.";Keine, Parkplatz, Sondage 8;CAR-S-2013;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";2 größere Bodenendstücke und 13 größere und kleinere Bruchstücke auf einer Palette.;;0;;"Petronell-Carnuntum, Parkplatz vor dem Besucherzentrum
des Archäologischen Parks";;;;;15;Körperbestattung, Kopfpolster, Meißelspuren
1514971;(not assigned);;Aschenkiste / Ossuarium oder Kindersarkophag;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 82 x 62 x 42 x 10 x 28 cm;Der Korpus ist auf den Oberseiten gut geglättet und scharriert, an den Außenseiten grob behauen, an den Innenseiten mit Flachmeißeln in gegenständig schräg geführten Bahnen, am Innenboden mit grobem Spitzmeißel gepickt, ferner scharriert.;keine;CAR-S-1970;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;;;0;;;;;;;1;Brandbestattung (oder Kind), Meißelspuren
1514972;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x D: 95 x 73 x 34 cm;"Grobbehauener Deckel, wenige Spitzeisenspuren. 
Das rechteckige Bruchstück ist an den langen Seiten W 90 und O 95cm lang, an den breiten N 70 und S 73cm breit.";;CAR-S-1971;M05109.11.04;Mittlere bis späte Kaiserzeit;Abgesehen vom Fundzettel ist keine weitere Funddokumentation vorhanden, aber es ist ersichtlich, daß der Deckel im Rahmen der Maßnahme 05109.11.04 aufgedeckt wurde. Kampagnendauer Mai-Juni 2011.;;"von mir zugewiesene Lit.: A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, FÖ 50, 2011, 284-286 Abb. 41 (Bau 8b auf Grabungsplan) (ed.pr.); A. Konecny, Ein Gräberfeld in Petronell-Carnuntum, Acta Carnuntina 2/1/2012, 22-27 Abb. 1. 8. 9; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M- Fenik - B. Reindl, Ein Nekropolenbefund am Südrand von Carnuntum. Die Grabung Thurkowitsch, CarnuntumJb 2013, 157-159. 161-162 Taf. LXXXIX Abb. 2; Taf. C Abb. 26.27; Taf. CV Abb. 39-41; Taf. CVI Abb. 42-44; A. Konecny - F. Humer - K. Großschmidt - N. Fuchshuber - M. Fenik - B. Reindl, Ein Nekropolenbefund an der südlichen Peripherie von Carnuntum, in: E. Trinkl (Hrsg.), Akten des 14. Österreichischen Archäologentags am Institut für Archäologie der Universität Graz vom 19. bis 21. April 2012 (Wien 2014) 114-122";"Einfacher Fundzettel ""2011 Notgrabung Thurkowitsch"" liegt auf.";;0;;Petronell-Carnuntum, Gst. 416/1;;;;;1;Deckel, Meißelspuren
1514973;(not assigned);;Sarkophag;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x H: 98 x 54 x 24 cm;"Ob es sich um einen guterhaltenen Sarkophagdeckel mit breiter Randleiste oder um einen Sarkophagkasten, der sekundär zugerichtet wurde, ist nicht ersichtlich, weil der Innenbereich zubetoniert wurde. Es ist unklar, wann (antik oder rezent) und warum die zwei Ziegel einbetoniert wurden. 
Randbreiten längs 10-14, schmal 8-10 cm. 
Ziegelplatten 18cm breit.";"zwei schräg gestempelte Ziegelplatten der ""LEG XIIII"".";CAR-S-1972;;Mittlere bis späte Kaiserzeit;keine Funddokumentation zuweisbar.;;keine;;;0;;;;;;;1;Körperbestattung, Ziegel (sekundär)
1514974;(not assigned);;Sarkophagfragmente;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 80 x 57 x 36 cm;"Ein Bruchstück des Bodens und zwei Fragmente der Wandung. Letztere sind gut geglättet. 
Bodenstück: L 80 x B 57 x H 36cm
Wandung 1: L 60 x H 28 x D 17cm
Wandung 2: L 46 x H 25 x D 17cm";keine;CAR-S-1973;;MIttlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;s.o.;;0;;;;;;;3;Körperbestattung (Fragment)
1514975;(not assigned);;Sarkophag Eckbruchstück;;2.-4. Jh. n. Chr.;151;400;Muschelkalkstein;L x B x H: 61 x 42 x 38 x 14 cm;"Grob gearbeitetes Sarkophagfragment aus Muschelkalkstein minderer Qualität. Bodenstärke beträgt 18cm. 

Das Bruchstück gehört mutmaßlich zu dem Fragment CAR-S-1975.";keine;CAR-S-1974;;Mittlere bis späte Kaiserzeit;;;keine;;;0;;;;;;;1;Körperbestattung (Fragment)
1514976;Grabung;2009-08-06;Sarkophag Eckbruchstück;;2.-4. Jh. n. Chr.;151;400;;;"Grob gearbeitetes Sarkophagfragment aus Muschelkalkstein minderer Qualität. Max. erhaltene Breite angegeben. 

Das Bruchstück gehört mutmaßlich zu dem Fragment CAR-S-1974.";keine;CAR-S-1975;466/2009;Mittlere bis späte Kaiserzeit;;;;;;0;;Carnuntum;;;;;1;Körperbestattung (Fragment)
1514998;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 106 x 70 x 14 x 45 cm;"Der Sarkophag ist in unterschiedlicher Weise mittelmäßig bis feiner geglättet. Die vollständige Wandungsseite zeigt einen schmalen Randschlag, sonst sind v.a. die schrägparallelen und punktierte Meißelspuren gut sichtbar. 
Die Langseiten sind ## lang, die Nordseite ist B 105 x H 70 cm, die Südseite ist B 106 x H 62 cm. Das Kopfpolster ist 20cm bis zur Kante + 20cm bis Innenboden breit, und bis zu 16cm hoch. Die Wandstärke beträgt 12-14 cm an den Längsseiten, an den Schmalseiten 16-18cm.";keine;CAR-S-1977;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;"Der Sarkophag ist weitestgehend erhalten; 3-4 größere Fragmente der Wandung liegen im Inneren des Korpus.";;0;;;;;;;1;Körperbestattung, Kopfpolster, Meißelspuren
1514997;(not assigned);;Sarkophagdeckel Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 90 x 26 cm;"Drei Bruchstücke eines Sarkophagdeckels, die teils anpassen. 
Großes Bruchstück: L ## x B 90 x D <26 cm (im Schnitt)
Mittleres Bruchstück: L 85/48 x B 15/52 x D <26 cm
Kleines Bruchstück: L 50 x B 35 x D <26cm
An den Schmalseiten grob geglättet mit parallelschräger Meißelführung";keine;CAR-S-1976;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar. Da Frau Levicka den Sarkophagdeckel 2008 im Steinzelt dokumentiert, muß er zuvor in den Besitz des Museums gelangt sein.;;keine;;;0;;;;;;;1;Deckel, Meißelspuren
1514999;(not assigned);;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 85 x 34 x 26 cm;"4 Bruchstücke eines Sarkophages. Die beiden größeren sind:
L 62 (max. 85) x B 34 x D 24-26cm
L 60 x B 50 x  D 22-23cm";keine;CAR-S-1978;;Mittlere bis späte Kaiserzeit;;;keine;stark beschädigte Bruchstücke eines Sarkophages.;;0;;;;;;;4;Körperbestattung (Fragment)
1515000;Schenkung;2009;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;Muschelkalkstein;L x B x H: 196 x 76 x 54 x 14 x 36 cm;"Die Außenfronten zeigen grobem schrägparallele geführte Spitzeisenfurchen, darüber großflächiger, unregelmäßiger Randschlag. Das flache Kopfpolster ist 3-4cm hoch und 23-26cm breit. 

Der beiliegende folierte Fundzettel ist grob irreführend: Das Foto zeigt zwar den Sarkophag, aber die Fototafel und der Fundzettel gehören zum zugehörigen Deckel Fn 230.";keine;CAR-S-1979;233;Mittlere bis späte Kaiserzeit;Der Sarkophagdeckel wurde bei einer Grabungsmaßnahme (Sommer 2009) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in diesem Kontext. s. Lageplan in R;;;In zwei anpassende Bruchstücke zerbrochener Sarkophagkorpus.;;0;;Carnuntum;;;;;2;Körperbestattung, Kopfpolster, Meißelspuren
1515001;Schenkung;2009;Aschenkiste, Ossuarium oder Kindersarkophag;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 89 x 57 x 40 x 10 x 23 cm;Steinkiste mit abgefastem Oberkantenfalz für die Aufnahme des Deckels. Der Falz ist 5cm breit und 4-4,5cm hoch. In einer Ecke findet sich ein kleiner Absatz von 10+11cm Breite und 9 cm Höhe. Die lichte Weite beträgt 35cm, die lichte Länge beträgt 67cm.;keine;CAR-S-1980;231;Mittlere bis späte Kaiserzeit;Die Steinkiste wurde bei einer Grabungsmaßnahme (Sommer 2009) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in diesem Kontext. s. Lageplan in R. Igl;;;;;0;;Carnuntum;;;;;1;Brandbestattung (oder Kind)
1515002;Schenkung;2009;Sarkophag mit Kopfpolster für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;;Die Steinkiste ist grob geglättet. Sie ist 100 und 107cm lang. Die Höhe beträgt 37-41cm. Das Kopfpolster ist 11cm hoch und 9cm bis Kante + und weitere 17cm bis zum Innenboden breit. Die Wandung ist 8-10cm am den Längsseiten und den Schmalseiten. Die lichte Breite beträgt 49cm, die lichte Länge 85cm.;keine;CAR-S-1981;227;Mittlere bis späte Kaiserzeit;Der Sarkophag wurde bei einer Grabungsmaßnahme (Sommer 2009) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in diesem Kontext. s. Lageplan in R. Igl,;;keine;;;0;;Petronell-Carnuntum, Gst. 832/14;;;;;1;Körperbestattung, Kindbestattung, Kopfpolster, Meißelspuren
1515032;Schenkung;2009;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x H: 199 x 89 x 32 x 18 cm;"Bei der Bergung war die Wandung des Sarkophag bereits weitestgehend verloren (s. Foto). Der grob geglättete Innenboden zeigt regelhaft weit gesetzte Meißelfurchen. 
Das Kopfende ist noch 113 cm lang, 86 cm breit und 22 cm dick. Max. erh. Wandung ist noch 32cm hoch. An der Unterkante der Schmalseite steht eine schmale Bosse (L 21 x H 9 cm) an. Die Wandung ist 17cm an der schmalen und 10-12 cm an der langen Seite breit. Das Kopfpolster ist 16cm bis zur Kante + 10cm bis zum Innenboden, und ist bis zu 9cm dick.
Das Fußende ist noch 86 cm lang, 89 cm breit und 20-23 cm dick. Max. erh. Wandung ist noch 7 cm hoch. Die Wandung ist 16 cm an der schmalen und 12 bzw. 18 cm an der langen Seite breit. 
Der aufliegende folierte Fundzettel ist teils irreführend. Das (17.07.2009, Fn 233, Grab 53) gehört nicht zum Sarkophag: die Fundnotiz gehört zu CAR-S-1979.";keine;CAR-S-1982;465;MIttlere bis späte Kaiserzeit;Der Sarkophag wurde bei einer Grabungsmaßnahme (Sommer 2009) vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in diesem Kontext. s. Lageplan in R. Igl,;;;Der Sarkophagboden ist bei/nach der Bergung (s. Fundfoto), aber vor der Lagerung im Steinzelt (s. Foto Dokumentenblatt Igl) auseinander gebrochen. Die beiden Hälften sind ein Sarkophag von einander entfernt gelagert.;;0;;Carnuntum;;;;;2;Körperbestattung, Kopfpolster, Meißelspuren
1515033;(not assigned);;Sarkophag Wandungsbruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 98 x 47 x 16 cm;"Zwei größere und vier kleine Fragmente einer Sarkophagwandung. Sie können keinem Sarkophag zugewiesen werden. 
Maße der beiden großen Fragmente:
L 65/98 x H 45/47 x D 14-16cm
L 97 x H 44 x D 13-15 cm
";keine;CAR-S-1983;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;;;0;;;;;;;6;Körperbestattung (Fragment)
1515034;(not assigned);;Sarkophag mit Kopfpolster Bruchstück;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 70 x 62 x 43 x 11 cm;"stark beschädigtes Kopfende eines grob geglätteten, schmalen Sarkophages mit Kopfpolster aus grobkieseligem Kalksandstein. Der Korpus ist noch 64 bz. 70cm lang. Die erh. Höhe variiert zw. 36 uns 43 cm. Die Wandung ist an den Längsseiten 11cm , an der Kopfseite 15cm dick. Das steile Kopfpolster ist bis zur Kante 14 cm + weitere 26 cm bis zum Innenboden lang. 
Weil die lichte Weite nur 44 cm beträgt, handelt es sich wohl um einen Sarkophag für ein Kind oder einen Jugendlichen.";keine;CAR-S-1984;;Mittlere bis späte Kaiserzeit;keine Funddokumentation zuweisbar.;;keine;;;0;;;;;;;1;Körperbestattung, Kindbestattung (vermutet), Kopfpolster
1515036;(not assigned);;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 87 x 70 x 15 cm;Mindestens 15 Bruchstücke eines Sarkophages aus grobkörnigem Sandstein. Das größte Fragment hat die angegebenen Maße (Höhe = Wandungsstärke von 15 cm). Andere Wandungsstärken um 12 cm. Ein Fragment des Unterbodens ist 18cm dick.;keine;CAR-S-1985;;Mittlere bis späte Kaiserzeit;"Keine Funddokumentation zuweisbar, nicht auszuschließen ist, daß ein ""Fundzettel"" im Inneren des Haufen deponiert wurde. 

Eventuell könnte es sich um die Bruchstücke des Sarkophags 22717e gehören, der laut Igls Bemerkung (s. Blatt vom 29.10.2009) in vi";;keine;Die 15 oder mehr Bruchstücke sind zu einem Haufen auf einer Palette gestapelt.;;0;;;;;;;1;Körperbestattung (Fragment)
1515038;(not assigned);;Aschenkiste, Ossuarium oder Kindersarkophag;;2.-4. Jh. n. Chr.;151;400;Kalkstein;;"'mittelmäßig' geglättete Steinkiste, fischgratgeführte, angewinkelt geschlagene Meißelspuren innen wie außen. Scharrierung auf den Oberkanten. 
Die Langseiten sind 94 bzw. 96cm lang, die Schmalseiten 55 bzw. 50cm. die Höhen 29-30 im N und 32-35 im S. Die Tiefen von OK-Innenboden sind 18-19 im N, 17-19 im S.";keine;CAR-S-1986;;Mittlere bis späte Kaiserzeit;Keine weiteren zuweisbaren Informationen.;;keine;weitestgehend erhaltene Steinkiste bis auf eine ausgebrochene SO-Ecke und einen Ausbruch der Oberkante der östlichen Schmalseite.;;0;;;;;;;1;Brandbestattung (oder Kind), Meißelspuren
1515040;(not assigned);;Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;L x B x D: 70 x 63 x 23 x 5,5 cm;"Das Deckelfragment ist an den Seiten halbwegs geglättet. Die Oberseite (= Unterseite des Deckels) hingegen ist gleichmäßig mit einem schmalen Flachmeißel in großflächig parallelen, gleichlangen Bahnen geglättet (1,5-2cm lang, 0,5cm breit). Ungewöhnlich ist die konkave Aushöhlung der auffällig breiten Fase zwischen Randleiste und Innendeckel. 
Die Langseiten sind noch 47 bzw. 70cm lang, die Dicke beträgt außen 17-23 cm, innen ca. 16 cm. Die Randleiste /Deckelauflager ist 11-12 cm breit, am Scheitelpunkt der konkaven Aushöhlung noch 5cm. Die Fase ist 8-11 cm breit.";keine;CAR-S-1987;;Mittlere bis späte Kaiserzeit;keine Funddokumente zuweisbar.;;;;;0;;;;;;;1;Deckel, Meißelspuren
1515041;(not assigned);;Sarkophag mit Kopfpolster für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x H: 93 x 40 x 30 x 5 cm;"Der Sarkophag ist an den Außenseiten mit breiten, flachen Meißelschlägen in schrägen, parallelen oder fischgratförmigen Bahnen geglättet und an den Innenseiten mit einer dünnen Putzschicht überzogen. Auf den Oberkanten und im Inneren ist der Korpus fein geglättet. 
Das Kopfpolster ist 5cm hoch, bis zur Kante 11cm + und weitere 7cm bis zum Innenboden. Ungewöhnlich ist die flachrunde Mulde im Kopfpolster - bis 16cm breit und bis 2 cm tief.";keine;CAR-S-1988;4198;Mittlere bis späte Kaiserzeit;"Laut Inventarbuch war der Sarkophag (L 92 x B 40 x H 28 cm) ehemals im Garten des Museums ""hinten links"" aufgestellt. 
Maße nach Levicka: L 92,5 x B 39,5-40,5 x H 33,5 cm.";;;Der weitestgehend vollständig erhaltene Sarkophag ist in 3 Fragmente zerbrochen, von denen das kleinste, ein selbst angebrochene Wandungsstück, im Innenboden liegt.;;0;;;;;;;1;Körperbestattung, Kindbestattung, Kopfpolster, Malerei/Dekor (Putz), Meißelspuren
1515042;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x H: 215 x 97 x 62 x 14 cm;Die Wandungsstärke beträgt an den Längsseiten 13-14cm, an den Schmalseiten 13-14 cm und 25cm an der Kopfseite (14cm am Scheitelpunkt der Nische). Die lichte Weite ist 70cm und die lichte Länge 188cm. Die Kopfnische ist 49cm breit. Das Kopfpolster ist 17cm (+8cm in der Nische) bis zur Kante und weitere 11 cm bis zum Innenboden.;keine;CAR-S-1989;;Mittlere bis späte Kaiserzeit;Altbestand.;;;Gut erhaltener Sarkophag.;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515049;(not assigned);;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;;;Eine Maßangabe ist angesichts des starken Zerstörungsgrades nicht erhellend. Die plattenartige Fragmente sind 14-18cm dick.;;CAR-S-1991;;Mittlere bis späte Kaiserzeit;"Keine Funddokumentation zuweisbar. Es ist nicht auszuschließen, daß ein ""Fundzettel"" im Inneren des Haufen deponiert wurde.";;;In viele Fragmente zerbrochener Sarkophag. Die Bruchstücke sind zu einem Haufen auf einer Palette gestapelt.;;0;;;;;;;1;Körperbestattung (Fragment)
1515045;(not assigned);;Sarkophag Bruchstücke;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x D: 95 x 61 x 33 cm;"Vier größere Bruchstücke, darunter auch Wandungsstücke. 
Maße.
Größtes Fragment: L 95 x B 61 x D 17-33 cm
Zweites Fragment: L 84 x B <31 x > D 31 cm
Drittes Fragment: L 52 x B 33 x D 25 cm
Viertes Fragment: L 50 x B 50 x D <30cm";keine;CAR-S-1990;;Mittlere bis späte Kaiserzeit;"Ein handgeschriebener Zettel mit der Nummer ""110"" liegt bei.";;;;;0;;;;;;;4;Körperbestattung (Fragment)
1514969;Grabung;2011;Sarkophag mit Kopfnische und Kopfpolster für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;Kalkstein;L x B x H: 107 x 44 x 34 x 8 x 22 cm;"Der Kindersarkophag ist in zwei anpassende Teile zerbrochen. Er hat eine flache Kopfnische (7cm tief; 24cm weit; Nischenecken 3m breit). Das Kopfpolster ist 13cm bis zur Kante + 5cm bis Innenboden breit. Die Wandung ist an den Längsseiten 7-8cm, an den Schmalseiten 8,5-14 cm dick. Der Kasten ist noch 20-34cm hoch. 
Kalkstein, geglättet bis auf den Innenboden, der grob gepickt (2-3 cm Abstand) ist. 
Mit Drahtschnur fixierter Fundzettel ""Depot Mühläcker 2011"".";keine;CAR-S-1968;;Mittlere bis späte Kaiserzeit;;;keine;;;0;;Carnuntum;;;;;1;Körperbestattung, Kindbestattung, Kopfnische, Kopfpolster
1515051;(not assigned);;Sarkophagdeckel Bruchstücke;;2.-4. Jh. n. Chr.;151;400;Kalkstein;;"Deckelfragmente. Mittelgrob geglättet, wobei auf der Oberseite deutlicher der Einsatz des Spitzeisens als auf den schmalen Kanten zu sehen ist. 
oberstes Fragment: L antike Kante: 34 cm, max. 64 cm. 
Mittleres Fragment: L antike Kante: 121, B max. 57 cm
Unteres N-Fragment: L antike Kante: 74cm, max. 100,
Unteres S-Fragment: nicht bemaßt";;CAR-S-1993;;Mittlere bis späte Kaiserzeit;Keine Fund- oder Museumsdokumentation zuweisbar;;;Vier größere und zwei kleine Fragmente eines Sarkophagdeckels, übereinander gestapelt.;;0;;;;;;;1;Deckel, Meißelspuren
